lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
49,0,78.3,3,3,4,2,0,0,0,0
45,0,80.30546770395296,11,9,4,2,1,2,0,0
26,0,100.55059881197631,11,11,4,1,0,2,0,0
87,1,114.59707310107798,4,29,4,1,1,1,0,0
115,0,105.3,5,4,4,2,0,0,0,0
125,0,91.94491725403716,7,5,4,1,2,3,0,0
115,0,109.61818889421625,5,11,4,3,0,0,0,0
86,1,120.42750108970246,8,8,4,2,0,0,0,0
158,0,146.7,7,7,4,1,0,0,3,0
239,0,111.84982048726218,6,14,3,2,0,0,0,0
169,1,114.55191506606641,7,29,4,2,2,0,0,0
148,0,178.65538763079056,11,27,4,4,1,0,5,0
3,0,137.85255129247085,8,18,2,3,2,0,0,0
29,0,109.48446150024687,10,2,4,1,0,3,0,0
279,1,78.36670507381889,11,5,3,3,0,0,0,0
9,0,98.10158423863797,8,16,4,2,1,0,0,0
63,0,149.4222904045218,9,7,4,3,0,0,2,0
256,0,103.96843219810127,9,15,4,3,1,0,2,0
161,0,122.51217231218195,6,22,4,2,0,0,1,0
25,1,169.59204484787386,8,28,4,3,1,0,5,0
8,0,82.97130114410922,2,19,2,1,0,0,0,0
5,0,103.31605760030472,2,6,4,2,0,0,1,0
59,0,105.35911277488985,4,24,4,1,1,0,0,0
81,0,96.43285739123742,3,25,4,2,1,0,3,0
248,0,80.942074227281,9,20,4,1,1,0,0,0
19,0,48.76631657357797,8,20,3,1,0,0,0,0
65,0,68.8521745424358,2,26,3,1,2,0,0,0
37,0,119.23194535765296,4,20,4,2,1,0,3,0
64,0,152.59970821921044,9,18,4,2,1,0,0,0
106,0,151.9918144733215,9,14,4,3,0,0,0,0
49,0,84.07780962008707,2,21,3,4,2,0,2,0
119,0,97.59860758710047,4,29,4,2,1,0,0,0
195,0,97.09716947422478,9,2,4,1,0,3,0,0
152,0,114.83719450482876,8,5,4,0,0,0,0,0
42,0,124.36110899486599,6,18,4,2,0,0,0,0
79,0,89.04626127796062,8,2,4,2,0,0,0,0
53,0,91.95361465919076,3,29,4,0,1,0,0,0
98,0,71.49974441387214,9,20,3,3,1,0,0,0
188,1,112.38581945448811,9,3,4,2,1,0,0,0
36,0,122.4938003335807,10,28,4,3,0,2,0,0
125,0,132.0028466919639,8,7,4,0,2,0,1,0
122,0,85.17137585300317,5,15,3,2,0,0,0,0
69,0,95.1641655554556,4,23,4,2,1,0,0,0
349,0,90.0,10,4,3,5,1,0,0,0
122,0,159.3,6,2,4,3,0,0,1,0
107,0,141.9937500856789,6,10,3,4,0,0,0,0
1,0,141.53552534944183,8,8,4,1,0,0,0,0
173,0,93.18937427842404,4,26,4,3,0,0,0,0
106,0,152.1,8,24,4,4,0,0,3,0
5,0,67.11026852883474,4,15,3,2,1,0,0,0
13,0,86.9072517819814,2,4,4,6,2,0,0,0
11,0,118.06672902141409,9,7,3,1,0,2,0,0
10,0,99.3792751820312,8,16,4,2,1,0,0,0
3,0,92.59615340023124,3,7,4,3,0,3,0,0
179,0,111.86372297152604,8,30,4,2,0,0,0,0
177,0,190.6029128546502,8,15,4,3,0,0,4,0
93,0,134.43303767329755,7,2,4,3,1,0,0,0
10,0,75.0276701352867,8,17,2,2,0,0,0,0
36,0,116.09091799080826,4,12,4,1,0,2,0,0
56,0,140.4,6,2,4,1,0,0,3,0
129,0,132.70617763840949,7,25,4,4,1,0,2,0
95,0,93.45380449300336,10,26,4,2,0,0,2,0
34,0,71.1,3,13,4,2,1,3,0,0
0,0,148.90136244614632,7,8,4,1,0,2,0,0
12,0,154.03625686181022,4,29,4,3,1,0,3,0
63,0,128.1130649757379,5,12,3,2,0,0,0,0
153,0,96.3,7,25,4,1,1,0,0,0
74,0,70.88860193117358,3,17,3,3,1,0,0,0
89,0,76.5,7,11,4,3,0,0,0,0
18,0,138.17294108850004,4,19,4,1,2,1,0,0
207,0,80.75,7,28,4,3,2,3,0,0
188,0,168.3,7,8,4,1,0,0,5,0
196,0,86.67850388137256,7,16,4,0,0,0,1,0
80,0,168.8958800378535,9,11,4,2,0,0,3,0
26,1,96.86408694662904,10,13,4,1,2,0,2,0
103,0,108.0,10,16,4,1,0,2,0,0
65,0,140.11496401252944,5,15,2,2,0,0,0,0
129,0,119.1411054024229,9,8,4,2,1,0,0,0
23,0,116.1,10,3,4,2,0,3,0,0
15,1,77.12896400019537,11,22,4,4,1,3,0,0
150,1,121.28514999518784,6,5,3,3,0,0,2,0
12,0,95.0,4,11,4,0,1,0,0,0
68,0,93.13708889309736,5,18,4,1,1,0,0,0
158,0,131.99772950013033,6,7,4,3,0,0,0,0
47,0,126.0,10,16,4,2,0,1,1,0
6,0,125.1265987499502,9,8,4,0,1,0,0,0
230,0,96.23800788915233,9,19,4,3,0,0,0,0
160,0,137.87243218984355,7,12,4,3,0,0,3,0
32,1,95.4,3,12,4,2,1,0,3,0
38,0,113.25592394929028,5,26,4,3,0,0,0,0
4,0,90.01175207132368,2,4,4,1,1,1,0,0
90,0,113.91851776095238,6,24,4,1,2,0,0,0
30,0,85.48838212017891,11,2,4,1,0,3,0,0
77,0,88.2003706591911,3,23,4,3,0,0,0,0
309,0,71.18013525504244,12,28,4,3,2,3,0,0
112,0,118.85575148300408,9,7,3,3,1,0,0,0
379,1,115.0,10,16,3,1,0,1,0,0
133,0,133.13429372055836,7,23,4,4,0,0,2,0
80,0,122.33880343817746,7,25,4,1,2,1,0,0
197,0,107.13504510153025,5,29,4,2,0,0,0,0
165,0,115.07703510393827,8,29,3,3,0,0,1,0
39,0,125.55,10,4,4,1,0,0,3,0
73,0,127.27155655862997,6,9,4,1,0,0,1,0
116,0,99.83148764456601,4,28,4,2,0,0,3,0
203,0,85.5,10,24,4,4,2,3,0,0
7,0,146.89131756263805,5,21,4,1,0,0,3,0
49,0,75.26023338230206,11,19,4,4,1,3,0,0
101,0,97.64465858541007,7,25,3,4,0,0,0,0
151,1,114.3,8,6,4,1,0,0,0,0
169,2,103.68701487056842,5,30,4,1,0,0,0,0
12,1,127.0,2,23,4,1,0,0,3,0
4,0,124.43756796910617,9,12,4,2,0,0,2,0
258,0,110.0,10,16,3,0,1,0,0,0
63,0,121.14464223545498,7,26,4,3,0,0,2,0
136,1,142.56662001561594,10,22,4,3,1,0,3,0
94,0,104.59807993228786,4,11,3,2,0,0,3,0
18,0,88.0,10,25,4,2,0,3,0,0
19,0,147.23628101090677,8,24,4,1,1,0,0,0
13,0,219.11519991763052,9,29,4,1,0,0,5,0
8,0,100.61518487322532,4,24,4,0,1,0,0,0
9,0,100.45536496804428,5,25,4,0,1,0,0,0
67,0,116.333121827122,5,12,3,2,0,2,0,0
283,1,108.24691911693672,11,26,4,4,2,0,2,0
172,0,100.90535210095473,8,5,4,1,2,1,0,0
49,0,75.34188788685083,3,9,4,2,1,1,0,0
39,0,112.56311743906396,3,23,4,3,0,0,0,0
118,0,120.18411435639022,6,15,4,4,0,0,0,0
100,1,93.91860511390162,6,5,4,4,1,1,0,0
316,0,77.86540204996565,10,18,3,1,0,0,0,0
113,0,190.8,10,8,4,2,2,0,5,0
94,0,186.517832812799,5,8,4,2,0,0,1,0
238,0,83.02407642843421,8,15,4,2,0,1,0,0
219,1,153.28026456722466,8,28,3,1,0,0,4,0
111,0,245.72017348940818,8,5,4,2,1,0,5,0
105,0,93.80128967808885,11,20,3,1,0,0,0,0
168,1,169.88903261485243,9,6,4,3,0,0,2,0
99,0,92.49515699159616,9,24,4,3,1,0,0,0
105,0,118.8,9,6,4,2,0,0,0,0
191,0,89.65342335606869,8,24,4,3,0,2,0,0
218,0,69.33,8,12,4,1,1,0,0,0
25,0,139.00024180077125,7,2,4,3,0,2,0,0
192,1,139.43221223262097,8,12,4,2,0,0,3,0
121,0,98.86299243681779,8,24,4,1,1,0,1,0
127,0,89.80089336997739,7,24,4,3,1,3,0,0
42,0,131.4,4,4,4,2,0,0,3,0
14,0,115.14275164874593,6,10,3,2,2,0,0,0
121,0,125.50699739514415,6,11,4,1,0,0,0,0
30,0,82.65203107980084,3,9,4,1,0,0,0,0
173,0,93.59532344544907,4,25,3,3,0,0,0,0
66,0,75.0,10,9,3,2,1,0,0,0
35,0,109.61337820485035,8,29,4,3,0,0,0,0
103,0,148.459407008551,8,8,4,2,0,0,3,0
10,0,79.0,3,6,4,0,1,3,0,0
124,1,76.85518475965264,6,25,3,1,1,0,0,0
91,0,135.8447328230901,6,19,4,1,2,0,0,0
5,0,79.5448241584824,7,23,4,2,1,1,0,0
120,0,76.5,7,11,4,2,0,0,0,0
137,0,101.5007151025544,10,4,4,4,0,0,0,0
179,0,181.9494848419065,6,8,4,5,1,0,4,0
151,1,143.33085164691994,12,29,4,2,0,0,0,0
46,0,85.18333046834891,3,20,3,2,2,0,0,0
144,0,177.69037448604234,7,24,4,1,1,0,2,0
65,0,159.90617818480365,6,26,4,2,1,0,3,0
193,0,99.7167743821805,8,3,4,3,0,0,0,0
385,1,89.43671288200744,10,23,4,0,1,0,0,0
11,0,130.1105079425653,10,26,4,2,0,0,0,0
216,0,124.12329140161651,5,23,4,2,0,0,0,0
216,0,95.32892744061601,8,7,4,2,1,0,0,0
10,1,93.0,2,9,4,2,0,0,0,0
24,0,91.34845393718861,3,18,4,1,0,0,0,0
132,0,83.47263350389814,7,18,3,2,1,0,2,0
14,0,128.23206308079372,3,7,4,2,1,0,1,0
38,1,138.86766114273956,3,26,4,1,1,0,3,0
16,0,83.6316361763812,10,27,4,3,2,0,0,0
104,0,107.22893775988906,9,16,4,1,1,2,0,0
207,0,112.5,8,19,4,2,0,0,0,0
66,0,74.80723198140949,8,9,4,2,1,0,0,0
183,0,110.0,9,8,3,3,0,0,0,0
13,0,128.83759375480116,7,23,4,2,0,2,0,0
73,0,108.71456834315767,9,4,4,1,0,1,0,0
186,0,129.61350985296315,7,15,3,2,0,0,0,0
46,0,125.84569392230738,10,5,4,2,0,0,2,0
345,1,78.20911399720451,12,20,4,2,0,0,0,0
100,0,119.97350230829382,5,4,4,3,0,0,0,0
307,0,105.76630283589243,7,11,3,3,1,0,2,0
213,1,106.48470245863575,8,3,4,2,0,0,2,0
105,0,121.90785135022645,7,4,4,3,1,0,0,0
152,0,96.3081816136015,8,24,4,2,1,0,0,0
51,1,127.30755641899589,3,21,4,3,0,0,0,0
23,0,92.6293391683955,3,18,4,1,0,0,0,0
48,0,90.98693948483394,2,21,3,4,2,0,3,0
45,0,86.4,11,20,4,0,1,0,0,0
60,0,136.00555725924772,9,17,4,1,1,0,0,0
118,0,66.8845073181024,7,20,3,0,0,0,0,0
58,0,79.2,12,13,4,1,0,3,0,0
76,0,123.67762290158852,8,10,4,2,0,1,0,0
45,1,112.54494892513105,3,18,4,1,2,0,3,0
3,0,98.60617554806971,9,26,3,1,1,0,0,0
70,0,78.94076250871873,4,2,3,2,1,0,0,0
44,0,113.76915854055706,4,9,4,3,1,0,2,0
32,0,168.60764810256964,7,14,4,2,1,0,2,0
33,0,115.79041068220998,3,21,4,2,0,0,0,0
91,1,73.32375391952046,10,10,4,4,0,0,0,0
138,0,102.15561321157095,8,22,4,3,0,0,0,0
0,0,90.0,7,20,3,1,0,0,0,0
34,0,89.49942279383305,2,23,4,3,0,0,0,0
195,1,109.00786815040055,9,2,4,2,2,0,0,0
213,1,103.86012253464504,9,4,4,3,1,0,1,0
49,0,80.09422232577101,3,2,4,1,0,2,0,0
39,0,121.24203222148343,4,20,4,1,0,0,0,0
9,1,151.71024012689904,7,26,4,2,0,0,3,0
241,0,44.54113786011001,10,13,3,0,1,0,0,0
242,0,88.86320310444019,8,4,4,5,3,0,0,0
41,0,74.49658413409082,2,16,4,3,2,0,0,0
147,0,115.15124977702142,7,4,4,2,1,0,3,0
100,1,268.93667464856736,7,19,4,2,0,0,6,0
53,0,148.56462105224654,2,28,4,2,1,0,4,0
183,0,110.56034514689715,8,8,4,3,0,0,0,0
0,0,75.0,3,8,2,1,0,0,2,0
143,1,100.46898432099441,5,23,4,4,2,0,1,0
195,0,121.5,8,13,4,1,0,0,0,0
149,0,80.67358058790802,8,29,4,1,2,0,0,0
43,0,84.71137205782287,1,14,4,2,0,0,0,0
54,0,94.5,6,18,4,2,1,2,0,0
17,0,155.7961308026161,5,11,4,1,0,0,3,0
81,1,74.89866943439256,4,25,4,0,1,0,0,0
418,0,81.1471150358444,9,26,3,2,1,0,0,0
52,0,159.3,5,5,4,1,0,0,3,0
18,0,104.0,11,24,4,2,0,0,0,0
104,0,109.55243267087603,10,11,3,1,1,1,0,0
43,0,197.0589152027932,5,14,4,2,1,0,5,0
65,0,138.04767240882788,9,6,4,4,1,0,3,0
22,0,159.0,6,1,4,2,0,0,2,0
117,0,105.0684566229713,4,28,4,2,0,0,3,0
190,0,68.41432017637925,8,25,4,2,0,3,0,0
87,0,116.85973444409308,6,10,4,2,0,2,0,0
57,0,56.365151154005744,5,16,3,1,1,0,0,0
25,0,121.98033272899609,5,29,4,1,0,0,0,0
319,0,116.56930870128708,8,17,3,2,0,0,0,0
93,0,173.63740216409857,5,18,4,2,0,0,3,0
115,0,80.69766660040092,5,10,4,1,1,0,1,0
124,0,139.70572404893633,8,3,4,2,0,0,1,0
226,0,81.44874656817112,11,25,4,2,2,0,0,0
38,0,122.46819406421092,11,17,4,5,1,0,0,0
44,0,125.55486436629765,5,30,4,2,0,0,1,0
202,0,125.84066479295802,9,9,4,1,1,0,0,0
125,0,93.32797234015666,7,6,4,1,1,3,0,0
16,1,76.5069360264642,11,22,4,4,1,3,0,0
131,0,121.63509754325963,7,30,4,4,2,0,3,0
133,0,116.71201085946075,5,5,4,3,0,0,2,0
66,0,126.21198323213648,3,4,4,1,1,0,0,0
142,0,84.40520866780356,11,17,4,4,1,0,0,0
121,0,90.16799469494654,6,24,4,2,0,0,0,0
209,0,168.18452651057913,8,5,4,2,0,0,5,0
53,0,107.98491559482541,8,29,4,1,1,0,0,0
80,0,93.39373500603924,10,24,4,1,0,0,0,0
130,0,132.3,10,13,4,2,1,0,3,0
166,0,85.00757144590682,6,23,3,2,1,0,0,0
6,0,64.9991368128154,7,7,2,0,0,0,0,0
236,0,80.79939898413357,10,27,4,4,0,1,0,0
30,0,117.8540725100816,5,21,4,1,1,0,0,0
82,0,76.48702256079089,6,16,4,3,0,0,0,0
238,0,95.80033611255526,9,22,4,1,1,0,0,0
107,1,139.4633281623485,10,24,4,0,1,0,3,0
105,0,138.38929410776055,8,23,4,0,0,0,3,0
42,0,127.85254679925411,3,15,4,4,1,0,3,0
275,0,110.0,4,17,3,0,2,1,0,0
108,0,80.20990598326155,5,17,4,2,0,0,0,0
51,0,78.3,3,5,4,1,0,0,0,0
49,0,74.9179239280151,11,19,4,4,1,3,0,0
90,0,78.17444129204453,4,6,4,2,0,3,0,0
5,0,138.96280993821293,4,10,4,4,1,0,2,0
34,0,223.32202019740868,8,21,3,3,0,1,0,0
68,0,168.87493066822492,7,6,4,2,2,0,3,0
15,0,188.2808878372129,7,6,4,1,2,0,3,0
115,0,91.70235656720942,10,18,4,2,0,0,0,0
223,0,101.70071862087643,9,3,4,3,1,0,0,0
27,0,151.46876703991822,7,23,4,1,1,0,0,0
114,0,59.02634276068911,3,24,3,2,1,0,0,0
110,0,135.71593284845432,5,6,4,1,0,0,0,0
35,0,85.70689681588728,2,9,4,4,0,0,0,0
116,0,150.45,6,15,4,3,1,0,3,0
292,0,111.9318748631735,7,21,3,2,0,1,0,0
129,0,132.3,10,13,4,3,1,0,3,0
127,0,114.3,8,8,4,2,1,0,0,0
38,0,126.9,5,7,4,1,0,0,0,0
324,1,68.46885743618658,8,21,3,3,0,1,0,0
195,1,112.54038727713645,8,27,4,4,1,0,0,0
158,0,138.78460637916098,7,14,4,3,1,0,0,0
10,0,157.81639228061286,5,3,4,1,0,0,1,0
66,0,75.0,10,9,3,2,1,0,0,0
52,0,130.41832663347662,8,11,4,0,2,0,0,0
26,0,134.7803373041913,9,19,3,1,0,0,0,0
13,1,127.76784512267173,4,23,4,1,0,1,1,0
185,1,113.70332204613753,7,4,4,5,1,0,3,0
151,0,97.0240124645895,6,2,4,2,0,3,0,0
36,0,135.9,8,19,4,2,0,0,0,0
68,0,78.3,2,12,4,1,1,0,0,0
42,0,80.38064277933663,3,5,4,2,1,0,0,0
20,0,109.97698339049593,5,26,0,1,0,0,2,0
73,0,75.61162398558986,9,20,4,3,1,1,0,0
39,0,125.55,10,4,4,1,0,0,3,0
349,0,84.56737773944367,10,4,4,5,1,0,0,0
76,0,130.05715592026445,7,5,4,2,0,0,3,0
206,1,174.6544943388604,8,6,4,0,1,0,5,0
72,0,71.29538564041931,4,3,4,1,2,2,0,0
9,0,142.09993267035293,7,15,4,5,0,0,0,0
121,0,125.91080782213012,5,28,4,4,1,0,1,0
279,1,107.0,8,11,4,2,0,0,0,0
153,1,114.01135216379852,6,2,4,1,1,0,0,0
96,0,166.59237856908655,6,3,4,4,1,0,3,0
98,0,124.77558555631732,7,21,4,3,0,0,2,0
143,0,96.08114799796819,8,26,3,1,2,0,0,0
280,0,86.45164079189637,12,30,4,1,1,0,0,0
45,0,151.8567484959956,8,2,4,2,0,0,1,0
189,0,108.74815852311235,9,7,4,3,0,0,0,0
148,0,178.3920168486097,9,23,4,5,2,0,3,0
30,0,110.89197055387598,8,5,4,0,1,0,2,0
103,0,100.75511668494313,8,16,4,1,0,0,0,0
51,0,118.88378037036185,4,28,4,1,0,0,1,0
33,0,222.53030369930198,8,24,3,2,0,1,0,0
206,1,127.10881878152554,7,8,4,3,0,0,1,0
97,0,127.08252015006184,5,6,4,1,0,0,0,0
24,0,145.82823183617342,4,30,4,3,0,0,3,0
352,0,79.22031628762282,10,7,3,4,1,0,0,0
58,0,87.65485363337754,3,24,4,1,0,2,0,0
203,0,100.77863329465686,6,5,3,3,0,0,0,0
243,0,106.52100551162226,9,13,4,3,1,0,0,0
154,0,80.75,6,25,4,5,2,1,0,0
276,1,108.23166430159287,8,10,3,3,0,0,0,0
191,0,95.63156491412929,9,21,4,2,1,1,0,0
52,0,149.4,9,11,4,2,2,0,3,0
100,0,221.74686601870542,9,21,4,4,1,1,4,0
46,0,145.326922983005,9,6,4,2,0,1,0,0
245,1,58.36,12,27,4,5,2,0,0,0
168,0,130.03347387711227,7,25,4,4,1,0,3,0
132,0,96.3,7,28,4,2,0,0,0,0
45,0,86.4,11,20,4,0,1,0,0,0
6,0,95.0,5,23,4,0,0,0,0,0
67,0,69.47590697361682,3,15,4,1,0,3,0,0
157,0,111.44521651809598,7,15,3,1,1,0,0,0
36,0,60.72142518177033,1,11,4,4,0,0,0,0
16,0,84.38060866377329,2,5,4,1,1,1,0,0
178,0,103.07984363774239,8,13,4,2,0,3,0,0
118,0,84.74808677841541,4,28,4,3,1,3,0,0
104,0,108.71253259801479,10,10,4,0,1,2,0,0
1,0,101.0,3,4,4,2,0,0,0,0
152,1,105.38720843727316,7,1,4,0,0,0,0,0
217,1,95.52740309288626,10,29,4,1,2,0,0,0
62,0,198.9,5,13,4,1,1,0,5,0
166,0,99.67194200440944,7,21,4,5,2,0,0,0
51,0,120.05532842121403,6,30,4,3,0,0,1,0
378,0,114.26666073381571,10,15,4,1,0,1,0,0
87,0,208.62944075949287,9,23,4,1,1,0,5,0
153,1,122.14598867320086,7,8,4,4,1,0,1,0
22,0,74.22528794515793,2,12,4,2,0,0,0,0
198,0,137.7,8,22,4,1,0,0,3,0
193,0,163.40445407890502,8,26,4,2,2,0,5,0
178,0,179.92144226746078,8,15,4,4,1,1,3,0
31,0,122.4,6,19,4,1,2,0,3,0
141,1,114.65475734920543,5,23,4,1,1,0,2,0
42,0,179.57079430274766,3,20,4,2,1,0,3,0
188,0,67.57306823089975,8,24,4,3,0,3,0,0
107,1,118.11810788184813,3,19,4,1,2,0,1,0
115,0,132.37458489695487,5,28,4,3,2,0,3,0
277,0,95.81201763611342,8,16,4,0,2,0,0,0
92,0,90.66177770108354,10,26,4,2,0,0,0,0
127,1,132.3,10,11,4,3,0,0,3,0
27,0,79.0,2,18,4,1,0,3,0,0
205,0,180.45063321579454,9,6,4,1,0,0,5,0
58,0,105.3,5,11,4,1,0,0,0,0
55,0,180.11309192572506,4,27,4,3,0,0,0,0
191,0,130.3854965077241,7,3,4,2,1,0,0,0
97,0,162.47302172047566,10,28,4,1,1,0,5,0
197,1,112.55313541183209,8,27,4,4,1,0,0,0
169,0,98.38269942960476,8,4,3,2,1,0,0,0
102,0,85.0,9,27,3,1,0,3,0,0
248,0,106.45502385589826,10,13,4,2,2,0,0,0
180,1,104.79748189453896,7,20,4,1,0,0,0,0
78,0,148.37218474946803,7,18,4,2,0,0,3,0
136,1,138.82222384632408,11,25,4,3,1,0,3,0
125,0,88.71685995965402,4,15,3,2,1,2,0,0
142,0,183.9352621330242,10,21,4,5,1,1,2,0
79,0,79.29638207214818,3,7,4,2,1,0,0,0
234,0,84.26372275952565,8,10,4,2,0,1,0,0
308,0,100.92132539639202,5,13,3,2,1,0,0,0
12,0,39.4257349635505,2,27,3,2,1,0,0,0
301,0,114.0331241983667,7,30,4,1,1,1,0,0
136,0,107.62594186148577,8,6,4,4,2,0,0,0
96,0,94.5,7,11,3,1,2,1,0,0
53,0,149.45644523373466,8,25,4,2,2,0,3,0
48,0,78.3,3,3,4,2,0,0,0,0
157,1,121.77574928544801,6,28,4,3,0,0,3,0
100,0,92.78109046153844,3,25,4,2,0,0,0,0
210,0,97.34047724493858,8,19,4,3,0,0,0,0
251,0,91.96950027047309,10,26,4,2,2,0,0,0
130,0,94.60117501801564,3,18,4,4,1,1,0,0
69,1,80.03690817014399,10,25,4,2,0,3,0,0
34,0,114.79980035240546,3,22,4,3,0,0,0,0
173,0,142.19048392401058,9,6,4,2,0,0,1,0
48,0,74.8,11,14,4,5,2,3,0,0
141,0,118.88341537563517,8,19,4,4,1,2,0,0
86,1,118.1148952487924,7,14,4,1,1,0,0,0
55,0,159.00987804673036,6,2,4,2,0,0,3,0
104,0,105.40118517712345,5,27,4,4,1,0,1,0
45,0,125.51433241241497,6,30,4,3,1,0,1,0
50,0,137.51550470968056,9,8,4,5,1,0,1,0
166,0,77.77358145942367,9,4,3,2,0,0,0,0
79,1,88.37312582286296,11,29,4,3,0,0,0,0
31,0,129.06127455217614,10,30,4,3,0,0,1,0
209,0,146.33998052519917,7,26,3,2,0,0,4,0
11,0,145.89248717836557,3,27,4,1,2,0,0,0
88,0,76.9962835440772,4,6,4,2,0,2,0,0
152,1,114.63528418773028,7,20,4,4,2,0,2,0
40,0,208.81202470477078,4,29,4,1,1,0,4,0
290,0,95.15422189338024,10,29,4,3,1,0,0,0
217,0,165.69325984159883,8,7,4,5,1,0,5,0
130,0,60.819013605883754,2,19,4,1,0,0,0,0
168,2,101.58268920385008,7,30,4,2,2,0,0,0
253,0,90.95,10,25,4,4,0,0,0,0
185,0,90.95,7,18,4,5,1,0,0,0
109,1,68.0,7,14,4,6,2,0,0,0
34,1,89.26855426712577,10,5,4,3,0,0,0,0
0,0,132.77929627886,9,4,3,1,0,0,0,0
60,0,74.8,11,22,4,2,1,3,0,0
135,0,107.95,7,6,4,4,1,0,0,0
225,0,70.28114119675898,9,29,4,2,2,0,0,0
29,0,123.47850419989962,7,17,4,0,1,3,0,0
34,0,97.3276979099839,10,3,4,1,1,2,0,0
21,0,139.08887495416116,9,26,4,2,1,0,0,0
154,0,119.20936412279453,6,13,3,1,0,0,0,0
274,0,92.00383300821517,10,9,4,4,2,2,0,0
50,0,127.1330014398294,4,28,4,1,0,0,3,0
143,1,137.8305170908369,7,4,4,2,1,0,3,0
114,0,74.96925542150836,10,12,4,3,2,2,0,0
87,0,139.0470385556665,6,25,4,2,0,0,3,0
224,1,119.85,9,14,4,4,0,0,0,0
50,0,159.3263240117868,5,17,4,3,0,0,3,0
154,0,135.31778864182422,8,16,3,5,2,1,1,0
12,0,189.01570971613518,5,3,4,1,1,0,3,0
155,0,105.65096707890541,8,1,2,1,1,0,2,0
4,0,124.6828345829279,9,12,4,2,0,0,2,0
94,1,156.80765109172128,9,29,4,3,2,0,4,0
34,0,100.2653043316329,8,26,4,0,1,3,0,0
62,0,139.4451377429742,3,9,4,1,0,0,1,0
25,0,66.16223427069092,11,1,4,10,4,3,0,0
184,1,120.82103341151117,8,12,4,1,0,0,0,0
29,0,167.5657307219055,3,28,4,0,0,0,1,0
5,0,89.41219586058816,3,21,3,1,0,1,1,0
202,1,121.44531240982666,8,10,4,4,1,0,0,0
44,0,65.73836719125569,2,7,3,0,1,0,0,0
123,0,140.7600212178682,8,2,4,3,0,0,3,0
122,0,125.92951500552755,6,27,4,5,1,0,0,0
207,0,85.03704219560767,9,28,4,2,2,3,0,0
154,0,101.2340740957517,8,23,4,2,0,0,0,0
69,0,67.5,3,12,4,1,1,3,0,0
149,1,76.314365253138,7,9,3,1,0,0,0,0
59,0,67.1095171714876,3,9,4,2,0,3,0,0
40,0,141.83767250245606,5,17,4,2,0,0,3,0
50,0,78.3,3,4,4,1,0,0,0,0
213,0,90.91185124178645,8,17,4,3,0,0,0,0
6,0,166.216175881239,8,4,3,2,0,0,3,0
128,0,193.45847965580742,7,18,4,2,0,1,3,0
11,0,151.12392348716125,6,2,4,2,1,0,0,0
153,1,112.74448812365287,7,1,4,1,0,0,0,0
107,0,119.41260674336012,7,20,4,2,0,0,0,0
73,1,77.27416976119642,10,31,4,2,1,0,0,0
6,0,91.15001620812879,2,22,4,2,0,0,0,0
219,2,115.73788909525342,9,29,4,2,0,1,0,0
19,0,85.01106564953703,2,8,4,3,0,2,0,0
226,1,119.39284699302858,8,14,4,3,0,0,0,0
183,1,111.68582880860104,8,8,3,3,0,0,0,0
125,0,93.74894054474139,8,6,3,1,2,2,0,0
214,0,90.9,8,15,4,3,0,0,0,0
1,0,123.33890112407751,8,20,4,1,0,0,0,0
133,0,104.07511434441416,5,26,4,3,1,0,2,0
166,1,119.68858205321828,5,20,4,2,0,0,0,0
149,0,80.22448911440581,9,29,4,0,2,2,0,0
7,0,124.97514855053996,7,11,4,1,1,0,0,0
137,0,132.81377570935797,8,23,4,3,0,0,3,0
215,0,115.96294353776938,9,27,4,4,0,0,0,0
68,1,67.8250889552229,3,9,4,2,0,2,0,0
94,0,92.20878976620293,10,26,4,2,0,0,1,0
18,0,89.86785994018747,3,3,4,1,1,1,0,0
10,0,79.0,2,11,4,1,1,3,0,0
259,0,69.8998195494997,11,12,4,4,2,0,0,0
44,0,159.12593649857203,4,30,4,1,0,0,3,0
2,0,79.88702368843492,2,12,4,1,0,2,0,0
96,0,134.0376935803589,6,10,4,3,2,0,1,0
260,0,69.12287262993011,11,10,4,2,0,1,0,0
21,1,88.66145692537538,10,28,4,2,1,3,0,0
137,0,123.30994950294128,5,19,4,1,1,0,1,0
152,0,113.33987710944093,7,11,3,2,0,0,0,0
104,0,104.92581275956553,5,27,4,2,1,0,1,0
19,0,117.25594670986959,9,23,3,1,1,0,0,0
26,0,77.89195605455654,11,13,2,2,1,0,2,0
147,0,102.90234135428658,5,3,4,3,0,0,0,0
190,1,117.84122367499091,7,24,3,3,1,0,3,0
301,0,110.85381567339049,7,30,4,1,1,1,0,0
62,0,112.2,4,7,4,2,1,0,3,0
45,0,208.292603222577,9,12,4,2,1,0,5,0
214,0,99.85069835455948,8,19,4,5,2,0,3,0
41,0,72.69904539295673,2,18,4,3,2,0,0,0
29,0,157.47725370548915,4,14,4,1,0,0,3,0
152,0,138.53186249058697,7,26,4,2,0,0,2,0
49,0,78.3,3,4,4,2,1,0,0,0
7,0,213.5969514320631,8,10,4,3,0,0,5,0
120,0,76.0692448387272,7,14,3,5,0,0,0,0
287,0,100.91397908129993,9,29,4,2,1,0,0,0
